year	month	day	obs_temp	fc_temp	accuracy	accuracy_range
2025 11 12 14(12) °C 15(16) ° C	2025 11 12 14(12) °C 15(16) ° C	2025 11 12 14(12) °C 15(16) ° C	2025 11 12 14(12) °C 15(16) ° C	2025		poor
